data final,curso,Módulo,Aula,progresso_100,progresso_acumulado
2023-07-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,3.0
2023-07-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,3.0
2023-07-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,3.0
2023-07-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",5 - Seleção de Pessoas,0.0,3.0
2023-07-26,Gestão de Recursos Humanos,1 -  Gestão Estratégica de Pessoas,5 - Gestão baseada em competências: A era da educação corporativa,1.0,4.0
2023-07-26,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",2 - Descrição e análise de cargo,0.0,4.0
2023-07-26,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",5 - Seleção de Pessoas,0.0,4.0
2023-07-27,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,4.0
2023-07-27,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,4.0
2023-07-27,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",2 - Descrição e análise de cargo,0.0,4.0
2023-07-27,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,4.0
2023-07-27,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",5 - Seleção de Pessoas,0.0,4.0
2023-07-28,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,8 - Normas ABNT,0.0,4.0
2023-07-28,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,1 - As organizações e sua importância,1.0,5.0
2023-07-31,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,5.0
2023-08-01,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,5.0
2023-08-01,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,5.0
2023-08-02,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,7 - Projeto de Pesquisa,0.0,5.0
2023-08-03,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,7 - O modelo de gerenciamento e a implantação de projetos,0.0,5.0
2023-08-04,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,5.0
2023-08-04,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,2 - Análise de textos - Interpretação,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,9 - Regras de Apresentação,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,5.0
2023-08-07,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",7 - Entrevista de Seleção,0.0,5.0
2023-08-09,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,2 - Modelos de organizações modernas e processos de gestão,0.0,5.0
2023-08-09,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",9 - Diversidade e Inclusão através do processo de recrutamento e seleção,0.0,5.0
2023-08-10,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,2 - Modelos de organizações modernas e processos de gestão,0.0,5.0
2023-08-11,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,2 - Modelos de organizações modernas e processos de gestão,0.0,5.0
2023-08-14,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,5.0
2023-08-14,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,5.0
2023-08-14,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,5.0
2023-08-14,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,5.0
2023-08-16,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,1 - Conceitos sobre Planejamento Estratégico,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,2 - Tipos de Planejamento Estratégico,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,3 - Análise Interna do Ambiente Empresarial,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,4 - Análise Externa do Ambiente Empresarial,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,5 - Planejamento Empresarial,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,6 - Implementação do Planejamento Empresarial,0.0,5.0
2023-08-17,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,7 - Estratégias Empresariais,0.0,5.0
2023-08-21,Gestão de Recursos Humanos,1 -  Gestão Estratégica de Pessoas,9 - Liderar pessoas e desenvolver equipes,1.0,6.0
2023-08-22,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,2 - Modelos de organizações modernas e processos de gestão,0.0,6.0
2023-08-22,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",9 - Diversidade e Inclusão através do processo de recrutamento e seleção,0.0,6.0
2023-08-24,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,7 - Projeto de Pesquisa,0.0,6.0
2023-08-24,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,6.0
2023-08-24,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,6.0
2023-08-28,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,6.0
2023-08-29,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,3 - Mudança empresarial e suas implicações,0.0,6.0
2023-08-30,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,3 - Mudança empresarial e suas implicações,0.0,6.0
2023-08-30,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,7 - O modelo de gerenciamento e a implantação de projetos,0.0,6.0
2023-08-30,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",7 - Entrevista de Seleção,0.0,6.0
2023-09-01,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,2 - Análise de textos - Interpretação,0.0,6.0
2023-09-01,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,3 - Mudança empresarial e suas implicações,0.0,6.0
2023-09-04,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,6.0
2023-09-04,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,7 - O modelo de gerenciamento e a implantação de projetos,0.0,6.0
2023-09-04,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,6.0
2023-09-04,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",9 - Diversidade e Inclusão através do processo de recrutamento e seleção,0.0,6.0
2023-09-05,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,6.0
2023-09-05,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,6.0
2023-09-05,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,5 - Gerenciamento de um projeto envolvendo mudanças,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,7 - O modelo de gerenciamento e a implantação de projetos,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,6.0
2023-09-06,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,6.0
2023-09-08,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,1 - Boa Formulação de Objetivos,0.0,6.0
2023-09-11,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,6.0
2023-09-11,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",2 - Descrição e análise de cargo,0.0,6.0
2023-09-12,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,7 - O modelo de gerenciamento e a implantação de projetos,0.0,6.0
2023-09-12,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,6.0
2023-09-12,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,6.0
2023-09-13,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,9 - Formas de análise de um projeto de mudança nas organizações,0.0,6.0
2023-09-13,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",2 - Descrição e análise de cargo,0.0,6.0
2023-09-13,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,6.0
2023-09-14,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,6.0
2023-09-14,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,6.0
2023-09-14,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,6.0
2023-09-15,Gestão de Recursos Humanos,1 -  Gestão Estratégica de Pessoas,8 - Recompensando pessoas - Benefícios e incentivos,1.0,7.0
2023-09-15,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,7.0
2023-09-15,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,7.0
2023-09-15,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,7.0
2023-09-18,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,1 - Conceitos sobre Planejamento Estratégico,0.0,7.0
2023-09-18,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,5 - Gerenciamento de um projeto envolvendo mudanças,0.0,7.0
2023-09-18,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,7.0
2023-09-18,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,7.0
2023-09-19,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,7.0
2023-09-19,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,7.0
2023-09-20,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,7.0
2023-09-20,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,7.0
2023-09-20,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",5 - Seleção de Pessoas,0.0,7.0
2023-09-20,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,7.0
2023-09-21,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,1 - Conceitos sobre Planejamento Estratégico,0.0,7.0
2023-09-21,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,7.0
2023-09-21,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,7.0
2023-09-21,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,7.0
2023-09-21,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",6 - Técnicas de Seleção de Pessoal,0.0,7.0
2023-09-22,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,7.0
2023-09-22,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,7.0
2023-09-22,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",2 - Descrição e análise de cargo,0.0,7.0
2023-09-22,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",3 - Planejamento e Contratação de Pessoas,0.0,7.0
2023-09-22,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",9 - Diversidade e Inclusão através do processo de recrutamento e seleção,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,1 - Conceitos sobre Planejamento Estratégico,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,3 - Mudança empresarial e suas implicações,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,4 - O papel da resistência na gestão de mudanças,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",1 - O desafio de atrair e reter talentos,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,7.0
2023-09-25,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,1 - Boa Formulação de Objetivos,0.0,7.0
2023-09-26,Gestão de Recursos Humanos,2 - Planejamento Administrativo Estratégico ,2 - Tipos de Planejamento Estratégico,0.0,7.0
2023-09-26,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,7.0
2023-09-26,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,7.0
2023-09-26,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,7.0
2023-09-26,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",9 - Diversidade e Inclusão através do processo de recrutamento e seleção,0.0,7.0
2023-09-27,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,3 - Mudança empresarial e suas implicações,0.0,7.0
2023-09-27,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,6 - Fases de um Projeto de mudança,0.0,7.0
2023-09-27,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,8 - Cuidados no processo de mudança,0.0,7.0
2023-09-27,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",8 - Integração de Pessoas,0.0,7.0
2023-09-28,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,8 - Normas ABNT,0.0,7.0
2023-09-28,Gestão de Recursos Humanos,5 - Gestão de Mudanças ,5 - Gerenciamento de um projeto envolvendo mudanças,0.0,7.0
2023-09-28,Gestão de Recursos Humanos,"6 -  Recrutamento, Seleção e Integração do Colaborador",4 - Recrutamento de Pessoal,0.0,7.0
